,customer_id,age,gender_cd,region_size,foreign_flg,entrepreneur_flg,auto_flg,traveler_flg,partnership_flg,child_amt,realty_type,segment_cd,bundle_nm,confirmed_income,predicted_income,product_cd,functional_cd,finish_dttm,state_talk_time_sec,wo_hit_status_result_desc,wo_hit_status_reason_desc,employee_id,emp_age,emp_age_new,emp_gender_cd,emp_children_cnt,emp_work_months_cnt,emp_citizenship_country_cd,emp_marital_status_cd
2664,108732668,31.0,F,rural,0.0,1.0,1.0,0.0,1.0,1.0,Нет своего жилья,r_02 (7),,,17823.5,Cash Loan,Upsell,2023-12-08 15:00:00,9.0,"Дозвон, Отказ",Отказ прослушать предложение,30316.0,38.0,37.0,W,,85.0,,
2665,137880129,36.0,,msk,0.0,0.0,0.0,0.0,1.0,0.0,Квартира,m_07 (18),Pro,,,Cash Loan,Preapprove,2024-01-19 19:00:00,19.0,"Дозвон, Отказ",Отказ по всем продуктам,215719.0,27.0,28.0,M,,5.0,,
2666,485647277,19.0,F,urban,0.0,0.0,0.0,0.0,1.0,0.0,Квартира,u_12 (43),,,,Credit Cards,Preapprove,2023-10-18 16:00:00,105.0,"Дозвон, Отказ",Кредитная карта не нужна,157519.0,20.0,19.0,W,,14.0,,
2667,269949770,56.0,F,town,0.0,0.0,0.0,0.0,1.0,0.0,Квартира,t_03 (10),,,,Credit Cards,Preapprove,2023-04-11 12:00:00,9.0,"Дозвон, Отказ",Отказ прослушать предложение,181645.0,30.0,28.0,,,3.0,,
2668,348334651,48.0,F,urban,0.0,0.0,1.0,0.0,1.0,0.0,Квартира,u_06 (23),,,,Cash Loan,Preapprove,2024-03-14 19:00:00,28.0,"Дозвон, Отказ",Отказ по всем продуктам,233329.0,26.0,25.0,W,,5.0,Россия,Холост/не замужем
2669,183968724,34.0,F,,,,,,,,,,,,,Debit Cards,Cold,2024-09-23 13:00:00,10.0,"Дозвон, Отказ",Третье лицо,280262.0,45.0,45.0,W,,3.0,,
2670,383873710,65.0,F,,,,,,,,,,,,,Credit Cards,Preapprove,2024-04-11 07:00:00,23.0,"Дозвон, Отказ",Отказ прослушать предложение,235421.0,36.0,35.0,M,,5.0,,
2671,479342372,39.0,F,urban,0.0,1.0,0.0,0.0,1.0,2.0,Квартира,u_04 (14),,,,Mortgage Insurance,Cold,2023-03-10 09:00:00,24.0,"Дозвон, Отказ",Отказ от разговора,43165.0,62.0,60.0,W,,48.0,,
2672,343284645,19.0,M,town,0.0,0.0,0.0,1.0,1.0,0.0,Квартира,t_09 (36),Pro,10565.65,11952.2,Credit Cards,Preapprove,2024-07-16 09:00:00,31.0,"Дозвон, Отказ",Кредитная карта не нужна,109997.0,67.0,66.0,W,,49.0,,
2673,473245257,23.0,M,,,,,,,,,,,,,Debit Cards,Utilization,2023-01-24 16:00:00,51.0,"Дозвон, Успешно",Готов использовать карту,154804.0,22.0,21.0,W,,6.0,,
2674,125359970,47.0,M,,,,,,,,,,Pro,,,Debit Cards,Utilization,2023-12-05 17:00:00,104.0,"Дозвон, Отказ",Отказ от использования карты,220658.0,23.0,22.0,W,,3.0,Россия,Холост/не замужем
2675,450585795,36.0,F,,,,,,,,,,,,,Credit Cards,Preapprove,2023-01-25 08:00:00,56.0,"Дозвон, Отказ",Кредитная карта не нужна,138756.0,38.0,36.0,W,,10.0,,
2676,380225398,40.0,F,urban,0.0,0.0,1.0,0.0,1.0,0.0,Квартира,u_06 (23),Pro,,,Credit Cards,Preapprove,2023-11-10 08:00:00,73.0,"Дозвон, Отказ",Кредитная карта не нужна,210791.0,27.0,26.0,W,,,,
2677,445620701,24.0,M,rural,0.0,0.0,1.0,0.0,1.0,0.0,Нет своего жилья,r_08 (38),,,12973.5,Cash Loan,Incoming,2022-11-11 14:00:00,24.0,"Дозвон, Отказ",Переведен в банк,14462.0,51.0,49.0,W,,67.0,,
2678,309552019,35.0,M,,,,,,,,,,,,,Credit Cards,Preapprove,2022-10-11 13:00:00,112.0,"Дозвон, Отказ",Другой банк,110063.0,27.0,25.0,,,22.0,,
2679,1429637,43.0,M,,,,,,,,,,,,27616.57,Credit Cards,Preapprove,2024-05-17 07:00:00,15.0,"Дозвон, Отказ",Третье лицо,235421.0,36.0,35.0,M,,6.0,,
2680,425578612,51.0,M,town,0.0,0.0,0.0,0.0,0.0,0.0,Нет своего жилья,t_03 (10),,,20732.0,Credit Cards,Preapprove,2024-06-28 10:00:00,47.0,"Дозвон, Отказ",Кредитная карта не нужна,251163.0,19.0,18.0,W,,5.0,,
2681,316458524,21.0,M,,,,,,,,,,,,,Credit Cards,Preapprove,2023-04-18 14:00:00,82.0,"Дозвон, Отказ",Кредитная карта не нужна,196765.0,27.0,26.0,M,,0.0,,
2682,283781452,28.0,M,urban,0.0,0.0,1.0,0.0,1.0,0.0,Квартира,u_07 (27),,,,Mortgage Insurance,Cold,2022-10-17 14:00:00,85.0,"Дозвон, Отказ",Другое,43165.0,62.0,60.0,W,,43.0,,
2683,513052839,28.0,F,urban,0.0,0.0,0.0,0.0,0.0,0.0,Квартира,u_09 (32),,,,Credit Cards,Preapprove,2023-12-27 10:00:00,26.0,"Дозвон, Отказ",Кредитная карта не нужна,234454.0,21.0,20.0,W,,2.0,,
2684,127076951,37.0,F,,,,,,,,,,,,,Debit Cards,Meeting,2022-08-03 09:00:00,48.0,"Дозвон, Отказ",Не нужен продукт,114823.0,42.0,40.0,,,10.0,,
2685,542866210,,M,town,0.0,0.0,0.0,0.0,0.0,0.0,Нет своего жилья,t_06 (28),,,,Debit Cards,Meeting,2024-01-28 13:00:00,76.0,"Дозвон, Отказ",Не устраивают условия доставки,209376.0,45.0,44.0,W,,6.0,Россия,Холост/не замужем
2686,510254747,27.0,M,,,,,,,,,,,,,Debit Cards,Afterfilling,2023-08-17 13:00:00,120.0,"Дозвон, Отказ",Не хочет ДК,160374.0,27.0,25.0,W,,12.0,,
2687,400287518,38.0,M,urban,0.0,0.0,1.0,0.0,1.0,1.0,Нет своего жилья,u_07 (27),Pro,,16320.3,MVNO,Cold,2024-09-12 07:00:00,427.0,"Дозвон, Отказ",Уже является абонентом ТМ,263235.0,46.0,46.0,W,,63.0,,
2688,266857650,29.0,M,,,,,,,,,,Pro,,,Credit Cards,Afterfilling,2022-09-29 10:00:00,156.0,"Дозвон, Отказ",Не гражданин РФ,4747.0,44.0,42.0,W,,96.0,,
2689,293642541,23.0,F,town,0.0,0.0,0.0,0.0,1.0,0.0,Нет своего жилья,t_05 (19),,,12987.77,Credit Cards,Preapprove,2024-02-15 10:00:00,20.0,"Дозвон, Отказ",Кредитная карта не нужна,255940.0,18.0,18.0,W,,0.0,,
2690,33837080,61.0,M,,,,,,,,,,,,,Credit Cards,Preapprove,2023-12-01 17:00:00,7.0,"Дозвон, Отказ",Отказ прослушать предложение,240413.0,23.0,22.0,W,,0.0,Россия,Холост/не замужем
2691,117215809,44.0,M,town,0.0,1.0,1.0,0.0,0.0,1.0,Квартира,t_01 (4),,,,Investment,Utilization,2023-05-26 09:00:00,23.0,"Дозвон, Отказ",Отказ от диалога,22300.0,48.0,46.0,W,,68.0,,
2692,347005066,59.0,F,urban,0.0,0.0,1.0,0.0,1.0,0.0,Квартира,u_08 (31),Pro,,,Credit Cards,Afterfilling,2023-05-26 12:00:00,22.0,"Дозвон, Отказ",Нет потребности в кредите,40809.0,49.0,47.0,M,,32.0,,
2693,449255297,19.0,F,msk,0.0,0.0,0.0,0.0,0.0,0.0,Квартира,m_11 (34),Pro,,,Credit Cards,Preapprove,2023-08-25 13:00:00,124.0,"Дозвон, Отказ",Кредитная карта не нужна,221568.0,21.0,20.0,M,,0.0,,
2694,528013945,50.0,M,town,0.0,0.0,1.0,0.0,1.0,1.0,Квартира,t_06 (28),,,,MVNO,Cold,2024-03-20 09:00:00,170.0,"Дозвон, Отказ",Устраивает свой оператор,207016.0,21.0,20.0,,,9.0,,
2695,348186708,32.0,M,town,0.0,0.0,0.0,0.0,1.0,1.0,Комната,t_07 (29),Pro,,,MVNO,Incoming,2023-03-21 09:00:00,276.0,"Дозвон, Успешно",Назначена встреча,166428.0,20.0,18.0,M,,,,
2696,447004605,32.0,F,,,,,,,,,,,,,Credit Cards,Preapprove,2023-03-30 17:00:00,18.0,"Дозвон, Отказ",Кредитная карта не нужна,194291.0,24.0,22.0,,,,,
2697,138985090,35.0,F,,,,,,,,,,,,17823.5,Debit Cards,Cold,2023-03-31 11:00:00,14.0,"Дозвон, Отказ",Не хочет ДК,189269.0,48.0,46.0,,,1.0,,
2698,103687006,40.0,M,,,,,,,,,,Pro,,,MVNO,Cold,2022-12-14 08:00:00,29.0,"Дозвон, Отказ",Другое,39044.0,28.0,26.0,W,,50.0,,
2699,2583520,31.0,M,town,0.0,1.0,1.0,0.0,1.0,0.0,Квартира,t_02 (8),Premium,,29323.5,Casco,Afterfilling,2022-09-20 09:00:00,60.0,"Дозвон, Отказ","Другое;Действующий клиент. Вопрос по текущему продукту, нецелевому кейсу",871.0,50.0,48.0,M,,62.0,,
2700,590647266,34.0,M,,,,,,,,,,,,19351.9,MVNO,Afterfilling,2024-08-26 21:00:00,69.0,"Дозвон, Успешно",Назначена встреча,16515.0,40.0,40.0,M,,119.0,,
2701,375467865,38.0,M,town,0.0,0.0,1.0,0.0,1.0,2.0,Нет своего жилья,t_01 (4),Pro,,,Investment,Reutilization,2023-11-20 13:00:00,118.0,"Дозвон, Отказ",Другое,222024.0,47.0,46.0,W,,2.0,Россия,Холост/не замужем
2702,322163220,19.0,F,,,,,,,,,,,,,Credit Cards,Preapprove,2023-08-10 15:00:00,30.0,"Дозвон, Отказ",Кредит уже не нужен,40894.0,41.0,40.0,W,,98.0,,
2703,430571449,22.0,M,town,0.0,0.0,0.0,0.0,0.0,0.0,Нет своего жилья,t_09 (36),,,,Credit Cards,Utilization,2022-07-26 11:00:00,96.0,"Дозвон, Отказ",Нет потребности в кредите,40894.0,41.0,39.0,W,,85.0,,
2704,128243709,31.0,M,msk,0.0,1.0,1.0,1.0,1.0,0.0,Квартира,m_02 (2),Pro,,26723.04,Credit Cards,Utilization,2024-05-16 20:00:00,94.0,"Дозвон, Успешно",Готов использовать карту,97044.0,54.0,53.0,W,,35.0,,
2705,481332988,28.0,F,msk,0.0,1.0,0.0,0.0,1.0,1.0,Нет своего жилья,m_02 (2),Pro,,19823.5,Investment,Utilization,2024-05-13 09:00:00,16.0,"Дозвон, Отказ",Не хочет разбираться,266046.0,20.0,20.0,M,,1.0,,Холост/не замужем
2706,539499819,59.0,F,,,,,,,,,,,,11436.49,Credit Cards,Preapprove,2024-02-21 11:00:00,76.0,"Дозвон, Отказ",Отказ прослушать предложение,252736.0,51.0,50.0,W,,0.0,,
2707,395230459,67.0,F,,,,,,,,,,,,,Credit Cards,Preapprove,2024-02-08 17:00:00,24.0,"Дозвон, Отказ",Кредитная карта не нужна,157519.0,20.0,19.0,W,,18.0,,
2708,258886601,57.0,M,urban,0.0,0.0,0.0,0.0,1.0,0.0,Квартира,u_03 (13),Pro,,,Cash Loan,Upsell,2022-01-18 13:00:00,62.0,"Дозвон, Отказ",Не устраивает одобренная сумма,30316.0,38.0,35.0,,,63.0,,
2709,367460032,67.0,M,,,,,,,,,,,,,Credit Cards,Preapprove,2023-03-30 19:00:00,66.0,"Дозвон, Отказ",Другое,189764.0,50.0,48.0,W,,1.0,,
2710,73269186,35.0,M,urban,0.0,1.0,1.0,0.0,1.0,1.0,Квартира,u_01 (3),Pro,,37949.8,Casco,Afterfilling,2024-05-14 13:00:00,256.0,"Дозвон, Успешно",Оформлена заявка,3021.0,54.0,54.0,W,,82.0,,
2711,314129202,21.0,M,town,0.0,0.0,0.0,0.0,1.0,1.0,Нет своего жилья,t_09 (36),Pro,,,MVNO,Afterfilling,2023-11-13 21:00:00,113.0,"Дозвон, Успешно",Назначена встреча,16515.0,40.0,39.0,M,,110.0,,
2712,145452319,67.0,M,rural,0.0,0.0,1.0,0.0,1.0,0.0,Нет своего жилья,r_01 (6),Pro,,10823.5,Cash Loan,Incoming,2023-10-11 14:00:00,85.0,"Дозвон, Отказ",Переведен в банк,228922.0,37.0,36.0,W,,0.0,,
2713,60365124,39.0,M,,,,,,,,,,,,14314.93,Credit Cards,Meeting,2024-02-06 08:00:00,,"Дозвон, Отказ",Не нужен продукт,80760.0,52.0,51.0,W,,34.0,,
2714,452445538,37.0,F,town,0.0,0.0,1.0,0.0,0.0,1.0,Квартира,t_07 (29),,,,MVNO,Afterfilling,2022-11-16 10:00:00,29.0,"Дозвон, Отказ",Другое,131614.0,27.0,25.0,W,,0.0,,
2715,82357642,25.0,M,urban,0.0,0.0,1.0,0.0,0.0,0.0,Нет своего жилья,u_05 (17),,,,Secured Loan,Upsell,2022-01-18 14:00:00,62.0,"Дозвон, Отказ",Другое,99629.0,46.0,43.0,,,6.0,,
2716,313795778,48.0,M,town,0.0,0.0,1.0,0.0,1.0,0.0,Квартира,t_06 (28),Pro,,14693.9,MVNO,Afterfilling,2024-07-25 09:00:00,57.0,"Дозвон, Отказ","Не звонить, резкий негатив",279060.0,19.0,19.0,M,,,,
2717,502020171,24.0,M,,,,,,,,,,,,,Cash Loan,Preapprove,2023-08-23 16:00:00,49.0,"Дозвон, Отказ",Кредит уже не нужен,145857.0,48.0,47.0,W,,66.0,,
2718,510783332,43.0,M,,,,,,,,,,,,,Debit Cards,Utilization,2023-07-17 12:00:00,61.0,"Дозвон, Успешно",Готов использовать карту,154804.0,22.0,21.0,W,,12.0,,
2719,124732232,38.0,F,urban,0.0,0.0,0.0,0.0,1.0,2.0,Нет своего жилья,u_10 (35),,,,MVNO,Afterfilling,2022-12-17 18:00:00,19.0,"Дозвон, Отказ",Устраивает свой оператор,16515.0,40.0,38.0,M,,99.0,,
2720,425947510,44.0,M,town,0.0,0.0,0.0,0.0,1.0,1.0,Квартира,t_06 (28),,,12623.5,Debit Cards,Afterfilling,2023-02-27 22:00:00,94.0,"Дозвон, Отказ",Действующий клиент,107585.0,22.0,21.0,W,,,,
2721,429319785,27.0,F,town,0.0,0.0,0.0,0.0,0.0,0.0,Квартира,t_05 (19),Pro,,,Credit Cards,Preapprove,2023-11-08 10:00:00,36.0,"Дозвон, Отказ",Отказ прослушать предложение,238391.0,24.0,23.0,M,,0.0,,
2722,260977268,28.0,M,urban,0.0,0.0,0.0,0.0,1.0,0.0,Квартира,u_07 (27),,,,Credit Cards,Preapprove,2022-09-19 09:00:00,47.0,"Дозвон, Отказ",Отказ прослушать предложение,109997.0,67.0,65.0,,,27.0,,
2723,500591223,31.0,F,,,,,,,,,,Pro,,,Debit Cards,Utilization,2023-06-01 13:00:00,46.0,"Дозвон, Успешно",Готов использовать карту,165337.0,24.0,26.0,M,,8.0,,
2724,182914113,51.0,F,,,,,,,,,,,,,Credit Cards,Preapprove,2024-02-12 15:00:00,33.0,"Дозвон, Отказ",Отказ прослушать предложение,255940.0,18.0,18.0,W,,0.0,,
2725,61763603,31.0,F,rural,0.0,0.0,1.0,0.0,1.0,0.0,Квартира,r_02 (7),,,,Cash Loan,Upsell,2023-07-10 14:00:00,66.0,"Дозвон, Отказ",Другое,199708.0,44.0,42.0,W,,1.0,,
2726,199474786,27.0,M,town,0.0,0.0,0.0,0.0,1.0,0.0,Нет своего жилья,t_05 (19),Pro,,,MVNO,Afterfilling,2023-10-12 12:00:00,10.0,"Дозвон, Отказ",Другое,208829.0,21.0,20.0,,,3.0,,
2727,158473371,25.0,M,rural,0.0,0.0,1.0,0.0,0.0,0.0,Нет своего жилья,r_08 (38),,,,Credit Cards,Preapprove,2024-04-09 13:00:00,39.0,"Дозвон, Отказ",Кредитная карта не нужна,232305.0,20.0,20.0,,,6.0,,
2728,318174709,26.0,M,town,0.0,0.0,0.0,0.0,1.0,0.0,Квартира,t_02 (8),,,,Debit Cards,Afterfilling,2024-03-21 13:00:00,357.0,"Дозвон, Успешно",Назначена встреча,170025.0,24.0,23.0,W,,8.0,,
2729,324146022,62.0,M,,,,,,,,,,,,,Debit Cards,Cold,2024-09-10 12:00:00,21.0,"Дозвон, Отказ",Дебетовая карта не нужна,293170.0,19.0,19.0,W,,0.0,Россия,
2730,414817021,19.0,M,town,0.0,0.0,0.0,0.0,0.0,0.0,Нет своего жилья,t_12 (44),,,11747.2,Investment,Utilization,2024-08-05 20:00:00,1199.0,"Дозвон, Успешно",Успешно,194722.0,20.0,20.0,M,,1.0,,Холост/не замужем
2731,347815089,36.0,F,,,,,,,,,,,,,Credit Cards,Preapprove,2024-03-06 12:00:00,14.0,"Дозвон, Отказ",Отказ прослушать предложение,259007.0,26.0,25.0,W,,0.0,,
2732,532595855,51.0,M,rural,0.0,0.0,1.0,0.0,1.0,0.0,Комната,r_01 (6),Pro,,15827.9,Cash Loan,Preapprove,2024-06-29 17:00:00,17.0,"Дозвон, Отказ",Отказ прослушать предложение,278845.0,22.0,21.0,W,,,,
2733,361769169,21.0,F,urban,0.0,0.0,0.0,0.0,1.0,0.0,Квартира,u_05 (17),,11823.5,12323.5,Cash Loan,Upsell,2023-08-11 10:00:00,31.0,"Дозвон, Отказ",Другое,212105.0,19.0,18.0,M,,0.0,,
2734,297007799,31.0,M,,,,,,,,,,,,,Credit Cards,Preapprove,2022-11-21 11:00:00,12.0,"Дозвон, Отказ",Третье лицо,109997.0,67.0,65.0,W,,29.0,,
2735,425412720,46.0,M,town,0.0,0.0,0.0,0.0,1.0,1.0,Квартира,t_06 (28),,,,Debit Cards,Utilization,2022-08-26 14:00:00,47.0,"Дозвон, Успешно",Готов использовать карту,154804.0,22.0,20.0,W,,1.0,,
2736,349211010,33.0,M,town,0.0,0.0,0.0,0.0,1.0,1.0,Квартира,t_07 (29),,,,Investment,Utilization,2023-10-25 19:00:00,648.0,"Дозвон, Успешно",Успешно,232946.0,21.0,20.0,M,,,Россия,Холост/не замужем
2737,469784981,26.0,M,town,0.0,0.0,1.0,0.0,1.0,0.0,Квартира,t_05 (19),,,,Credit Cards,Meeting,2022-12-26 14:00:00,209.0,"Дозвон, Успешно",Назначена встреча,114081.0,28.0,26.0,M,,45.0,,
2738,432908304,34.0,M,msk,0.0,0.0,1.0,0.0,1.0,1.0,Квартира,m_07 (18),Pro,,,MVNO,Cold,2022-09-23 12:00:00,287.0,"Дозвон, Успешно",Назначена встреча,166428.0,20.0,18.0,,,0.0,,
2739,429034752,26.0,M,town,0.0,0.0,1.0,0.0,1.0,1.0,Квартира,t_02 (8),,,,MVNO,Cold,2022-12-06 12:00:00,59.0,"Дозвон, Отказ",Другое,168175.0,22.0,20.0,M,,2.0,,
2740,335336470,35.0,M,rural,0.0,0.0,1.0,0.0,1.0,0.0,Квартира,r_07 (37),,,,Credit Cards,Utilization,2022-09-18 17:00:00,13.0,"Дозвон, Отказ",Другое,40600.0,76.0,74.0,W,,55.0,,
2741,448981296,47.0,F,urban,0.0,0.0,0.0,0.0,0.0,0.0,Нет своего жилья,u_06 (23),Pro,,19829.39,Secured Loan,Upsell,2024-07-25 09:00:00,94.0,"Дозвон, Отказ",Отказ по всем продуктам,36735.0,61.0,61.0,W,,90.0,,
2742,542483952,24.0,F,town,0.0,0.0,0.0,0.0,1.0,0.0,Нет своего жилья,t_09 (36),Pro,,13535.25,MVNO,Afterfilling,2024-07-22 09:00:00,13.0,"Дозвон, Отказ",Отказ прослушать предложение,109458.0,32.0,32.0,W,,39.0,,
2743,323123587,29.0,F,,,,,,,,,,,,,Credit Cards,Afterfilling,2022-12-29 18:00:00,6.0,"Дозвон, Отказ",Другое (нестандартная ситуация),156643.0,57.0,55.0,W,,5.0,,
2744,129110781,29.0,M,,,,,,,,,,,,,MVNO,Cold,2024-06-26 08:00:00,29.0,"Дозвон, Отказ",Другое,251426.0,28.0,28.0,W,,5.0,,
2745,526265430,19.0,F,,,,,,,,,,,,,Credit Cards,Preapprove,2023-10-05 15:00:00,47.0,"Дозвон, Отказ",Третье лицо,190677.0,43.0,42.0,W,,7.0,,
2746,127263915,29.0,M,town,0.0,1.0,1.0,1.0,1.0,0.0,Квартира,t_04 (16),Pro,,,Credit Cards,Preapprove,2024-01-31 10:00:00,71.0,"Дозвон, Отказ",Кредитная карта не нужна,251163.0,19.0,18.0,W,,0.0,,
2747,507603598,36.0,F,town,0.0,1.0,0.0,0.0,1.0,1.0,Квартира,t_07 (29),,,14275.48,Credit Cards,Preapprove,2024-05-15 13:00:00,29.0,"Дозвон, Отказ",Отказ прослушать предложение,256179.0,39.0,39.0,W,,0.0,,
2748,508793405,22.0,M,urban,0.0,0.0,0.0,0.0,0.0,0.0,Нет своего жилья,u_09 (32),Pro,,14272.59,Credit Cards,Preapprove,2024-02-27 18:00:00,1.0,"Дозвон, Отказ",Отказ прослушать предложение,209376.0,45.0,44.0,W,,7.0,Россия,Холост/не замужем
2749,162203303,40.0,M,town,0.0,1.0,1.0,0.0,1.0,1.0,Нет своего жилья,t_04 (16),,9249.51,,Car Loan,Agreement,2022-12-04 08:00:00,83.0,"Дозвон, Отказ",Высокая ставка по кредиту,7063.0,30.0,28.0,W,,67.0,,
2750,432002054,23.0,M,urban,0.0,0.0,0.0,0.0,0.0,0.0,Нет своего жилья,u_05 (17),,,,Credit Cards,Preapprove,2024-02-01 12:00:00,90.0,"Дозвон, Отказ",Кредитная карта не нужна,225298.0,62.0,61.0,W,,4.0,,
2751,38481499,35.0,M,,,,,,,,,,,,,Credit Cards,Preapprove,2023-06-09 16:00:00,18.0,"Дозвон, Отказ",Отказ прослушать предложение,194172.0,19.0,18.0,W,,2.0,,
2752,530205359,37.0,M,town,0.0,0.0,1.0,0.0,1.0,1.0,Нет своего жилья,t_07 (29),,,13670.3,MVNO,Afterfilling,2024-07-10 08:00:00,8.0,"Дозвон, Отказ",Другое,39044.0,28.0,28.0,W,,68.0,,
2753,593782249,58.0,F,,,,,,,,,,,,13559.5,MVNO,Afterfilling,2024-09-18 16:00:00,20.0,"Дозвон, Отказ",Не интересно,203268.0,25.0,25.0,W,,15.0,,
2754,188137022,42.0,M,,,,,,,,,,,,,Credit Cards,Preapprove,2024-03-11 08:00:00,48.0,"Дозвон, Отказ",Кредитная карта не нужна,235421.0,36.0,35.0,M,,4.0,,
2755,75624310,37.0,M,urban,0.0,0.0,1.0,0.0,1.0,0.0,Квартира,u_04 (14),Pro,,17884.4,Credit Cards,Preapprove,2024-09-05 18:00:00,55.0,"Дозвон, Отказ",Отказ прослушать предложение,110118.0,40.0,40.0,W,,,,
2756,364382519,26.0,M,urban,0.0,0.0,1.0,0.0,1.0,0.0,Нет своего жилья,u_05 (17),Pro,,15019.41,Secured Loan,Upsell,2024-09-09 15:00:00,24.0,"Дозвон, Отказ",Отказ прослушать предложение,215719.0,27.0,29.0,M,,12.0,,
2757,271117245,26.0,M,,,,,,,,,,,,,Credit Cards,Preapprove,2022-12-17 15:00:00,14.0,"Дозвон, Отказ",Отказ прослушать предложение,179591.0,43.0,41.0,W,,0.0,,
2758,128885303,70.0,M,town,0.0,0.0,0.0,0.0,1.0,1.0,Квартира,t_08 (30),,,,Credit Cards,Utilization,2022-05-31 12:00:00,194.0,"Дозвон, Успешно",Готов использовать карту,40894.0,41.0,39.0,W,,84.0,,
2759,479621874,29.0,M,,,,,,,,,,,,,Credit Cards,Preapprove,2023-11-01 09:00:00,13.0,"Дозвон, Отказ",Отказ прослушать предложение,142362.0,55.0,54.0,W,,72.0,,
2760,133052959,32.0,F,,,,,,,,,,,,,Credit Cards,Preapprove,2022-12-08 17:00:00,107.0,"Дозвон, Отказ",Другой банк,110118.0,40.0,38.0,W,,,,
2761,271126040,34.0,F,rural,0.0,0.0,1.0,0.0,1.0,0.0,Квартира,r_02 (7),,12222.64,23262.77,Credit Cards,Meeting,2023-11-21 18:00:00,8.0,"Дозвон, Отказ",Не нужен продукт,209376.0,45.0,44.0,W,,4.0,Россия,Холост/не замужем
2762,385554137,47.0,M,town,0.0,1.0,1.0,0.0,1.0,0.0,Квартира,t_06 (28),,7823.5,,MVNO,Cold,2022-12-27 09:00:00,17.0,"Дозвон, Отказ",Отказ прослушать предложение,162246.0,29.0,28.0,W,,4.0,,
2763,139914355,41.0,F,urban,0.0,1.0,0.0,0.0,1.0,2.0,Квартира,u_01 (3),,,,Mortgage Insurance,Prolongation,2023-10-15 11:00:00,,"Дозвон, Отказ",Другое,97765.0,39.0,37.0,W,,28.0,,
2764,506872622,17.0,M,town,0.0,0.0,0.0,0.0,1.0,0.0,Нет своего жилья,t_12 (44),Pro,,,MVNO,Afterfilling,2023-12-08 09:00:00,164.0,"Дозвон, Отказ",Другое,14829.0,59.0,58.0,W,,56.0,,
2765,365116552,31.0,F,,,,,,,,,,,,22823.5,Credit Cards,Preapprove,2023-09-14 08:00:00,19.0,"Дозвон, Отказ",Кредитная карта не нужна,208001.0,19.0,18.0,M,,2.0,,
2766,506967847,18.0,M,urban,0.0,0.0,0.0,0.0,0.0,0.0,Нет своего жилья,u_12 (43),,,,Credit Cards,Preapprove,2023-10-13 12:00:00,136.0,"Дозвон, Отказ",Другой банк,214429.0,49.0,48.0,W,,0.0,Россия,Холост/не замужем
2767,152378607,70.0,F,,,,,,,,,,,,,Cash Loan,Preapprove,2022-09-27 11:00:00,32.0,"Дозвон, Отказ",Другое,141821.0,38.0,36.0,,,3.0,,
2768,479344187,23.0,M,,,,,,,,,,,,,Debit Cards,Cold,2023-03-13 12:00:00,99.0,"Дозвон, Отказ",Не хочет ДК,17861.0,40.0,39.0,W,,89.0,,
2769,278652410,21.0,M,,,,,,,,,,,,,Cash Loan,Upsell,2023-04-11 20:00:00,208.0,"Дозвон, Успешно",Назначена встреча,186168.0,40.0,39.0,M,,2.0,,
2770,472825625,41.0,F,,,,,,,,,,,,,Credit Cards,Preapprove,2022-12-09 15:00:00,23.0,"Дозвон, Отказ",Отказ прослушать предложение,145857.0,48.0,46.0,W,,58.0,,
2771,369908644,30.0,F,urban,0.0,0.0,0.0,0.0,1.0,0.0,Комната,u_07 (27),Pro,,,Credit Cards,Preapprove,2024-05-08 07:00:00,72.0,"Дозвон, Отказ",Кредитная карта не нужна,259745.0,23.0,23.0,W,,2.0,,
2772,478662479,21.0,M,urban,0.0,0.0,1.0,0.0,0.0,0.0,Нет своего жилья,u_05 (17),,12161.41,,Credit Cards,Preapprove,2023-06-20 13:00:00,31.0,"Дозвон, Отказ",Кредитная карта не нужна,205322.0,20.0,19.0,M,,0.0,,
2773,433408154,55.0,M,,,,,,,,,,,,,Debit Cards,Cold,2024-10-18 11:00:00,78.0,"Дозвон, Отказ",Дебетовая карта не нужна,263451.0,37.0,37.0,W,,6.0,,
2774,324860980,50.0,M,,,,,,,,,,,,,Credit Cards,Afterfilling,2022-01-24 10:00:00,9.0,"Дозвон, Отказ",Отказ прослушать предложение,104002.0,46.0,44.0,W,,6.0,,
2775,197107454,38.0,F,town,0.0,0.0,1.0,1.0,1.0,1.0,Нет своего жилья,t_01 (4),,,,Credit Cards,Preapprove,2022-07-08 14:00:00,67.0,"Дозвон, Отказ",Кредит уже не нужен,152852.0,25.0,22.0,W,,0.0,,
2776,529554084,21.0,F,,,,,,,,,,,,,Debit Cards,Utilization,2023-12-13 13:00:00,197.0,"Дозвон, Успешно",Готов использовать карту,191315.0,22.0,22.0,W,,,,
2777,55213507,60.0,M,,,,,,,,,,Premium,,,Credit Cards,Preapprove,2023-08-09 07:00:00,54.0,"Дозвон, Отказ",Кредитная карта не нужна,109997.0,67.0,65.0,W,,38.0,,
2778,389871557,64.0,F,urban,0.0,0.0,0.0,0.0,0.0,0.0,Квартира,u_08 (31),Pro,,,Credit Cards,Preapprove,2023-08-25 09:00:00,29.0,"Дозвон, Отказ",Кредитная карта не нужна,194172.0,19.0,18.0,W,,5.0,,
